ID          NAME                                                          SCORE    EVALUE
KC774268.1  Hepatitis B virus isolate cww1085, complete genome           3133      0
EU939648.1  Hepatitis B virus isolate D96, complete genome               3133      0
GQ377540.1  Hepatitis B virus isolate J57, complete genome               3133      0
GQ377570.1  Hepatitis B virus isolate J110, complete genome              3133      0
EU306727.1  Hepatitis B virus clone 6022-5-, complete genome             3133      0
KJ598762.1  Hepatitis B virus isolate SLC1A0, complete genome            3133      0
EU306729.1  Hepatitis B virus clone 6022-33, complete genome             3133      0
DQ089796.1  Hepatitis B virus isolate HK751, complete genome             3133      0
EU939645.1  Hepatitis B virus isolate D38, complete genome               3133      0
GQ377586.1  Hepatitis B virus isolate J135, complete genome              3133      0
AB485810.1  Hepatitis B virus DNA, complete genome, isolate: FEP2        3133      0
EU939551.1  Hepatitis B virus isolate C56, complete genome               3133      0
KR013790.1  Hepatitis B virus strain 494.8, complete genome              3133      0
EU939612.1  Hepatitis B virus isolate C213, complete genome              3133      0
AB246345.1  Hepatitis B virus DNA, complete genome, clone: C_JPNAT       3133      0
GQ475345.1  Hepatitis B virus isolate KOR41HCC, complete genome          3133      0
KY470889.1  Hepatitis B virus isolate 23-H03, complete genome            3133      0
KC774343.1  Hepatitis B virus isolate cxn1046, complete genome           3133      0
EU562216.1  Hepatitis B virus isolate 13, complete genome                3133      0
KC774295.1  Hepatitis B virus isolate cxa1207, complete genome           3133      0
FJ562238.1  Hepatitis B virus isolate I62, complete genome               3133      0
KJ598699.1  Hepatitis B virus isolate SSC129, complete genome            3133      0
EU939571.1  Hepatitis B virus isolate C104, complete genome              3133      0
GQ377559.1  Hepatitis B virus isolate J92, complete genome               3133      0
KY470882.1  Hepatitis B virus isolate 23-5, complete genome              3133      0
AB971714.1  Hepatitis B virus DNA, complete genome, isolate: HB11...     3133      0
DQ993689.1  Hepatitis B virus isolate 209-1119-Nature1.1-unSero, ...     3133      0
GQ475307.1  Hepatitis B virus isolate KOR3CHB, complete genome           3133      0
AB205124.1  Hepatitis B virus DNA, complete genome, isolate: HBV-...     3133      0
KY470883.1  Hepatitis B virus isolate 23-6, complete genome              3133      0
AY247031.1  Hepatitis B virus isolate KUHB84, complete genome            3133      0
FJ562258.1  Hepatitis B virus isolate I97, complete genome               3133      0
FJ787458.1  Hepatitis B virus isolate S1248-9, complete genome           3133      0
JX504536.1  Hepatitis B virus isolate WY-HZ-44, complete genome          3133      0
KJ173294.1  Hepatitis B virus isolate CX063M(e308), complete genome      3133      0
KC774326.1  Hepatitis B virus isolate cxa2067, complete genome           3133      0
AB367423.1  Hepatitis B virus DNA, complete genome, isolate: LAMr...     3133      0
HM750132.1  Hepatitis B virus isolate Tibet-165, complete genome         3133      0
KY470929.1  Hepatitis B virus isolate CFQ-122, complete genome           3133      0
GQ377583.1  Hepatitis B virus isolate J132, complete genome              3133      0
GQ475319.1  Hepatitis B virus isolate KOR15CHB, complete genome          3133      0
LC170474.1  HBV genotype C DNA, complete genome, strain: C-A1_YM         3133      0
HM750135.1  Hepatitis B virus isolate QHX-14, complete genome            3133      0
KC774184.1  Hepatitis B virus isolate clz1022, complete genome           3133      0
KY470874.1  Hepatitis B virus isolate 23-12, complete genome             3133      0
AB900116.1  Hepatitis B virus DNA, complete genome, strain: 004          3133      0
KJ173310.1  Hepatitis B virus isolate NB045M(m45), complete genome       3133      0
EU871977.1  Hepatitis B virus isolate 252-2, complete genome             3133      0
FJ562264.1  Hepatitis B virus isolate I114, complete genome              3133      0
KJ173427.1  Hepatitis B virus isolate N01-M(011A), complete genome       3133      0
KR013959.1  Hepatitis B virus strain 513.4a, complete genome             3131      0
DQ922650.1  Hepatitis B virus strain C0955, complete genome              3131      0
KR013868.1  Hepatitis B virus strain 1463.31, complete genome            3131      0
FJ386670.1  Hepatitis B virus isolate S454, complete genome              3131      0
KJ173318.1  Hepatitis B virus isolate NH25M1(e39), complete genome       3131      0
FJ386631.1  Hepatitis B virus isolate 2359, complete genome              3131      0
EU939550.1  Hepatitis B virus isolate C55, complete genome               3129      0
FJ562281.1  Hepatitis B virus isolate I143, complete genome              3129      0
DQ377165.1  Hepatitis B virus isolate WJT35, complete genome             3129      0
JQ040154.1  Hepatitis B virus isolate G181, complete genome              3129      0
EU919164.1  Hepatitis B virus isolate patient24 clone 2, complete...     3127      0
EU919166.1  Hepatitis B virus isolate patient25, complete genome         3127      0
EU562215.1  Hepatitis B virus isolate 11, complete genome                3127      0
KC774294.1  Hepatitis B virus isolate cxa1205, complete genome           3127      0
FJ562310.1  Hepatitis B virus isolate I201, complete genome              3127      0
FJ562239.1  Hepatitis B virus isolate I64, complete genome               3127      0
FJ899762.1  Hepatitis B virus isolate C9-3, complete genome              3127      0
FJ562288.1  Hepatitis B virus isolate I153, complete genome              3127      0
EU939572.1  Hepatitis B virus isolate C105, complete genome              3127      0
AB367414.1  Hepatitis B virus DNA, complete genome, isolate: LAMr...     3127      0
EU439012.1  Hepatitis B virus clone 6023-43 from China, complete ...     3127      0
EU872004.1  Hepatitis B virus isolate 530-97-3, complete genome          3127      0
KC774314.1  Hepatitis B virus isolate cxa2033, complete genome           3127      0
GQ475308.1  Hepatitis B virus isolate KOR4CHB, complete genome           3127      0
EU560440.1  Hepatitis B virus isolate 1-S869, complete genome            3127      0
FJ386657.1  Hepatitis B virus isolate S165, complete genome              3127      0
EU871978.1  Hepatitis B virus isolate 252-95-2, complete genome          3127      0
GQ377640.1  Hepatitis B virus isolate J253, complete genome              3127      0
KR013954.1  Hepatitis B virus strain 513.1, complete genome              3127      0
FJ899761.1  Hepatitis B virus isolate C9-1, complete genome              3127      0
GQ475324.1  Hepatitis B virus isolate KOR20LC, complete genome           3127      0
EU872001.1  Hepatitis B virus isolate 530-92-8, complete genome          3127      0
FJ562293.1  Hepatitis B virus isolate I167, complete genome              3127      0
EU939658.1  Hepatitis B virus isolate D142, complete genome              3127      0
GQ475313.1  Hepatitis B virus isolate KOR9CHB, complete genome           3127      0
FJ032332.1  Hepatitis B virus isolate S265-10 from China, complet...     3127      0
EU919167.1  Hepatitis B virus isolate patient25, complete genome         3127      0
FJ386602.1  Hepatitis B virus isolate 1914, complete genome              3127      0
FJ562315.1  Hepatitis B virus isolate I207, complete genome              3127      0
KC774279.1  Hepatitis B virus isolate cww2157, complete genome           3127      0
FJ899788.1  Hepatitis B virus isolate C226-1, complete genome            3127      0
KT284756.1  Hepatitis B virus isolate 21316, complete genome             3127      0
KR013938.1  Hepatitis B virus strain 494.2, complete genome              3127      0
EU939593.1  Hepatitis B virus isolate C144, complete genome              3127      0
EU939587.1  Hepatitis B virus isolate C2, complete genome                3127      0
KY470927.1  Hepatitis B virus isolate CFQ-119, complete genome           3127      0
AB367407.1  Hepatitis B virus DNA, complete genome, isolate: LAMr...     3127      0
KJ803769.1  Hepatitis B virus isolate MY630304, complete genome          3127      0
KC774316.1  Hepatitis B virus isolate cxa2041, complete genome           3127      0
FJ562333.1  Hepatitis B virus isolate I78, complete genome               3127      0
EU939585.1  Hepatitis B virus isolate B126, complete genome              3127      0
KY470890.1  Hepatitis B virus isolate 23-H07, complete genome            3127      0
KJ173429.1  Hepatitis B virus isolate N02-M(085A), complete genome       3127      0
GQ475356.1  Hepatitis B virus isolate KOR52HCC, complete genome          3099      0
AB111124.1  Hepatitis B virus DNA, complete genome, clone: KH-0          3096      0
AB111125.1  Hepatitis B virus DNA, complete genome, clone: KH-12         3096      0
AB246344.1  Hepatitis B virus DNA, complete genome, clone: C_JPN22       3096      0
KR013779.1  Hepatitis B virus strain 419.1, complete genome              3090      0
GQ377538.1  Hepatitis B virus isolate J52, complete genome               3090      0
DQ478899.1  Hepatitis B virus isolate CHN-D20, complete genome           3090      0
KR013762.1  Hepatitis B virus strain 258.20a, complete genome            3090      0
EU570067.1  Hepatitis B virus isolate 18-S541, complete genome           3090      0
KR013765.1  Hepatitis B virus strain 258.4a, complete genome             3085      0
KR013785.1  Hepatitis B virus strain 419.8, complete genome              3085      0
KR013766.1  Hepatitis B virus strain 258.4b, complete genome             3085      0
KM359441.1  Hepatitis B virus isolate FF6, complete genome               3085      0
EU306673.1  Hepatitis B virus clone 213-10, complete genome              3085      0
KR013780.1  Hepatitis B virus strain 419.12, complete genome             3085      0
EU916220.1  Hepatitis B virus isolate S5.2, complete genome              3083      0
V00867.1    Hepatitis B virus complete DNA sequence (subtype adr)        3083      0
KR013768.1  Hepatitis B virus strain 258.7a, complete genome             3079      0
KR013784.1  Hepatitis B virus strain 419.5, complete genome              3079      0
EU916237.1  Hepatitis B virus isolate SWT2.2, complete genome            3079      0
KC774346.1  Hepatitis B virus isolate cxn1078, complete genome           3079      0
KR013781.1  Hepatitis B virus strain 419.2, complete genome              3079      0
KR013925.1  Hepatitis B virus strain 419.7, complete genome              3077      0
DQ478885.1  Hepatitis B virus isolate CHN-D12, complete genome           3073      0
EU916221.1  Hepatitis B virus isolate S5.3, complete genome              3073      0
FJ386606.1  Hepatitis B virus isolate 1966, complete genome              3073      0
KC774311.1  Hepatitis B virus isolate cxa2026, complete genome           3073      0
KR013897.1  Hepatitis B virus strain 258.9a, complete genome             3072      0
FJ562297.1  Hepatitis B virus isolate I172, complete genome              3068      0
KR013798.1  Hepatitis B virus strain 544.8, complete genome              3068      0
KR013786.1  Hepatitis B virus strain 419.9, complete genome              3068      0
KR013761.1  Hepatitis B virus strain 258.1b, complete genome             3068      0
FJ386678.1  Hepatitis B virus isolate S1147, complete genome             3068      0
KC774272.1  Hepatitis B virus isolate cww1107, complete genome           3062      0
KR013894.1  Hepatitis B virus strain 258.14a, complete genome            3062      0
KY470924.1  Hepatitis B virus isolate CFQ-111, complete genome           3062      0
EU916236.1  Hepatitis B virus isolate SWT2.1, complete genome            3062      0
GQ377563.1  Hepatitis B virus isolate J98, complete genome               3062      0
EU916223.1  Hepatitis B virus isolate S6.1, complete genome              3062      0
KR013797.1  Hepatitis B virus strain 544.16, complete genome             3062      0
KR013961.1  Hepatitis B virus strain 544.11a, complete genome            3062      0
KR013893.1  Hepatitis B virus strain 258.13a, complete genome            3057      0
KC774220.1  Hepatitis B virus isolate clz2152, complete genome           3057      0
KR013769.1  Hepatitis B virus strain 258.8a, complete genome             3057      0
KR013767.1  Hepatitis B virus strain 258.6b, complete genome             3057      0
KR014032.1  Hepatitis B virus strain 1303.31, complete genome            3057      0
FJ562291.1  Hepatitis B virus isolate I163, complete genome              3057      0
KY470923.1  Hepatitis B virus isolate CFQ-11, complete genome            3057      0
KR013962.1  Hepatitis B virus strain 544.14a, complete genome            3057      0
KC774274.1  Hepatitis B virus isolate cww1124, complete genome           3051      0
KC774354.1  Hepatitis B virus isolate cyc1048, complete genome           3051      0
GQ377533.1  Hepatitis B virus isolate J39, complete genome               3051      0
KC774262.1  Hepatitis B virus isolate cww1068, complete genome           3051      0
KR014031.1  Hepatitis B virus strain 1303.3, complete genome             3051      0
KR013764.1  Hepatitis B virus strain 258.4, complete genome              3046      0
KY470922.1  Hepatitis B virus isolate CFQ-107, complete genome           3046      0
JX429916.1  Hepatitis B virus isolate WY-SD-35, complete genome          3046      0
KC774185.1  Hepatitis B virus isolate clz1023, complete genome           3046      0
KY470932.1  Hepatitis B virus isolate CFQ-19, complete genome            3046      0
GQ377598.1  Hepatitis B virus isolate J158, complete genome              3046      0
KC774356.1  Hepatitis B virus isolate cyc1080, complete genome           3046      0
KC774258.1  Hepatitis B virus isolate cww1060, complete genome           3046      0
EU916239.1  Hepatitis B virus isolate SWT3.1, complete genome            3046      0
FJ562329.1  Hepatitis B virus isolate I230, complete genome              3046      0
GQ377616.1  Hepatitis B virus isolate J192, complete genome              3046      0
KJ173316.1  Hepatitis B virus isolate NH017M(e37), complete genome       3046      0
EU660228.1  Hepatitis B virus isolate HBV-15T, complete genome           3046      0
KY470931.1  Hepatitis B virus isolate CFQ-17, complete genome            3046      0
KY470921.1  Hepatitis B virus isolate CFQ-104, complete genome           3046      0
KR013923.1  Hepatitis B virus strain 362.8, complete genome              3040      0
JX026878.1  Hepatitis B virus isolate WY-NJ-14, complete genome          3040      0
KC774278.1  Hepatitis B virus isolate cww2155, complete genome           3040      0
KC774242.1  Hepatitis B virus isolate cur1070, complete genome           3040      0
AY057947.1  Hepatitis B virus isolate Tibet705, complete genome          3040      0
KC774287.1  Hepatitis B virus isolate cxa1087, complete genome           3040      0
KC774261.1  Hepatitis B virus isolate cww1067, complete genome           3040      0
KC774192.1  Hepatitis B virus isolate clz1034, complete genome           3040      0
GQ377623.1  Hepatitis B virus isolate J208, complete genome              3040      0
EU939548.1  Hepatitis B virus isolate C46, complete genome               3040      0
KC774230.1  Hepatitis B virus isolate cur1027, complete genome           3040      0
EU872010.1  Hepatitis B virus isolate 252-92-3, complete genome          3040      0
KR014033.1  Hepatitis B virus strain 1303.6, complete genome             3040      0
EF536065.1  Hepatitis B virus strain XZK pre-t, complete genome          3038      0
KR014034.1  Hepatitis B virus strain 1303.7, complete genome             3038      0
KY881887.1  Hepatitis B virus isolate patient-05 clone 18, comple...     3035      0
KR014029.1  Hepatitis B virus strain 1303.23, complete genome            3035      0
KY742649.2  Proteus phage vB_PmiS-TH, complete genome                    1005      0
Y17832.2    Human endogenous retrovirus K (HERV-K) elements, clone C7     957      0
Y17833.1    Human endogenous retrovirus K (HERV-K) elements, clone ...    952      0
Y17834.1    Human endogenous retrovirus K (HERV-K) elements, clone ...    948      0
AY037929.1  Human endogenous retrovirus K115 complete genome              935      0
AY037928.1  Human endogenous retrovirus K113 complete genome              918      0
Y18890.1    Human endogenous retrovirus type K (HERV-K), gag, pol a...    900      0
KU746283.1  Guanarito mammarenavirus isolate CVH-960201 segment L...      736      0
M38454.1    Hepatitis B virus, complete genome                            647      0
LT907991.1  Bovine viral diarrhea virus 1 isolate VE/138cp/05 gen...      562      5e-158
KU746280.1  Guanarito mammarenavirus isolate CVH-950801 segment S...      558      2e-156
X00255.1    Gardner-Rasheed feline sarcoma virus (GR-FeSV) proviral...    551      3e-154
AF090842.1  Hepatitis B virus strain G5.27295, complete genome            532      2e-149
KX765835.1  Hepatitis B virus isolate PID:0725, complete genome           521      5e-146
KU605527.1  Hepatitis B virus isolate ZADGM1163F2 large S protein...      516      2e-144
AY033073.1  Hepatitis B virus serotype ayw1, complete genome              516      2e-144
KU605524.1  Hepatitis B virus isolate ZADGM8787F1 large S protein...      516      2e-144
KU605526.1  Hepatitis B virus isolate ZADGM1163F1 large S protein...      516      2e-144
AJ131572.1  Hepatitis B virus complete genome, isolate gib160             514      9e-144
GQ414522.1  Hepatitis B virus strain GTA_CT, complete genome              510      1e-142
AY033072.1  Hepatitis B virus serotype ayw1, complete genome              510      1e-142
JQ040219.1  Hepatitis B virus isolate 19110(0414) PreS protein (S...      508      4e-142
JQ040188.1  Hepatitis B virus isolate G173 PreS protein (S) gene,...      507      1e-141
JX661483.1  Hepatitis B virus isolate SH1205-B3, complete genome          505      5e-141
AY293309.1  Hepatitis B virus strain Whutj-37, complete genome            505      5e-141
KX765856.1  Hepatitis B virus isolate PID:9231, complete genome           505      5e-141
EF134946.1  Hepatitis B virus isolate G247-B5, complete genome            505      5e-141
JQ040187.1  Hepatitis B virus isolate 83 PreS protein (S) gene, p...      501      7e-140
JX661481.1  Hepatitis B virus isolate SH1214-B8, complete genome          499      2e-139
JX661478.1  Hepatitis B virus isolate SH1211-B7, complete genome          499      2e-139
JX661470.1  Hepatitis B virus isolate SH1221-B12, complete genome         499      2e-139
AF143298.1  Hepatitis B virus clone 7720-G8, complete genome              499      2e-139
KU605523.1  Hepatitis B virus isolate ZADGM1486F2 large S protein...      499      2e-139
JX978431.1  Hepatitis B virus isolate X02, complete genome                499      2e-139
JX661473.1  Hepatitis B virus isolate SH1220-B11, complete genome         499      2e-139
AF090840.1  Hepatitis B virus strain G3.27270, complete genome            499      2e-139
JX661479.1  Hepatitis B virus isolate SH1219-B10, complete genome         499      2e-139
JX661477.1  Hepatitis B virus isolate SH1209-B5, complete genome          499      2e-139
AF090839.1  Hepatitis B virus strain G2.27246, complete genome            499      2e-139
JX661482.1  Hepatitis B virus isolate SH1204-B2, complete genome          499      2e-139
JX661484.1  Hepatitis B virus isolate SH1206-B4, complete genome          499      2e-139
X02763.1    Hepatitis b virus genome (serotype adw2)                      499      2e-139
KC774345.1  Hepatitis B virus isolate cxn1076, complete genome            497      5e-139
GQ377584.1  Hepatitis B virus isolate J133, complete genome               497      5e-139
KC875261.1  Hepatitis B virus isolate HBV26 genotype C, complete ...      497      5e-139
KC774336.1  Hepatitis B virus isolate cxn1015, complete genome            497      5e-139
KC774196.1  Hepatitis B virus isolate clz2015, complete genome            497      5e-139
FJ562294.1  Hepatitis B virus isolate I168, complete genome               497      5e-139
KC875262.1  Hepatitis B virus isolate HBV36 genotype C, complete ...      497      5e-139
KC774324.1  Hepatitis B virus isolate cxa2060, complete genome            497      5e-139
KT991435.1  Hepatitis B virus isolate I113-8, complete genome             497      5e-139
KR013852.1  Hepatitis B virus strain 1303.32, complete genome             497      5e-139
JX661474.1  Hepatitis B virus isolate SH1229-B15, complete genome         494      1e-137
JX661476.1  Hepatitis B virus isolate SH1227-B14, complete genome         494      1e-137
AJ131567.1  Hepatitis B virus complete genome, isolate gor97              494      1e-137
JX661475.1  Hepatitis B virus isolate SH1216-B9, complete genome          494      1e-137
JX661472.1  Hepatitis B virus isolate SH1224-B13, complete genome         494      1e-137
GQ475346.1  Hepatitis B virus isolate KOR42HCC, complete genome           492      3e-137
KC774344.1  Hepatitis B virus isolate cxn1049, complete genome            492      3e-137
KC774433.1  Hepatitis B virus isolate dlz2143, complete genome            492      3e-137
AB195947.1  Hepatitis B virus DNA, complete genome, strain: Ehi-S...      492      3e-137
KJ173321.1  Hepatitis B virus isolate NH30C(e43), complete genome         492      3e-137
KC774337.1  Hepatitis B virus isolate cxn1019, complete genome            492      3e-137
KJ410519.1  Hepatitis B virus isolate Occult_HK514, complete genome       492      3e-137
AB111120.1  Hepatitis B virus DNA, complete genome, clone: KM-12          492      3e-137
KC774180.1  Hepatitis B virus isolate clz1002, complete genome            492      3e-137
KC774472.1  Hepatitis B virus isolate dxn1020, complete genome            492      3e-137
KR013827.1  Hepatitis B virus strain 1130.5a, complete genome             492      3e-137
AB042283.1  Hepatitis B virus DNA, complete genome, isolate:NSS-2         492      3e-137
GQ475316.1  Hepatitis B virus isolate KOR12CHB, complete genome           492      3e-137
KC774219.1  Hepatitis B virus isolate clz2144, complete genome            492      3e-137
KY470886.1  Hepatitis B virus isolate 23-G07, complete genome             492      3e-137
KJ173349.1  Hepatitis B virus isolate CX017C(e226), complete genome       492      3e-137
AJ131570.1  Hepatitis B virus complete genome, isolate gib731             492      4e-137
FJ787463.1  Hepatitis B virus isolate S1357-6, complete genome            492      3e-137
KY470888.1  Hepatitis B virus isolate 23-G10, complete genome             492      3e-137
KJ173305.1  Hepatitis B virus isolate NB023C(m24), complete genome        492      3e-137
KY470873.1  Hepatitis B virus isolate 23-1, complete genome               492      3e-137
AB033550.1  Hepatitis B virus DNA, complete genome                        492      3e-137
GQ377524.1  Hepatitis B virus isolate J23, complete genome                492      3e-137
AB367394.1  Hepatitis B virus DNA, complete genome, isolate: LAMr...      492      3e-137
KC774448.1  Hepatitis B virus isolate dww1058, complete genome            492      3e-137
GQ377632.1  Hepatitis B virus isolate J240, complete genome               492      3e-137
KC875263.1  Hepatitis B virus isolate HBV61 genotype C, complete ...      492      3e-137
DQ478887.1  Hepatitis B virus isolate CHN-QH8, complete genome            492      3e-137
JF491448.1  Hepatitis B virus isolate QH-29, complete genome              492      3e-137
KC774424.1  Hepatitis B virus isolate dlz2021, complete genome            492      3e-137
DQ298161.1  Hepatitis B virus isolate LT3.12AM clone 1, complete ...      492      4e-137
DQ298163.1  Hepatitis B virus isolate LT3.12AM clone 3, complete ...      492      4e-137
AF241410.1  Hepatitis B virus isolate 3270, complete genome               492      3e-137
FJ899763.1  Hepatitis B virus isolate C9-4, complete genome               492      3e-137
KR014003.1  Hepatitis B virus strain 1130.22a, complete genome            492      3e-137
KJ173288.1  Hepatitis B virus isolate CX028M(e245n), complete genome      492      3e-137
EU916215.1  Hepatitis B virus isolate S4.1, complete genome               492      3e-137
LC170475.1  HBV genotype C DNA, complete genome, strain: C-B1_TK          492      3e-137
LC155816.1  HBV genotype C DNA, complete genome, isolate: C2_ch-1M        492      3e-137
AB111119.1  Hepatitis B virus DNA, complete genome, clone: KM-10          492      3e-137
JX504545.1  Hepatitis B virus isolate WY-SD-37, complete genome           492      3e-137
KC774244.1  Hepatitis B virus isolate cww1012, complete genome            492      3e-137
LC155818.1  HBV genotype C DNA, complete genome, isolate: C2_ch-10M       492      3e-137
KY470875.1  Hepatitis B virus isolate 23-13, complete genome              492      3e-137
KY470879.1  Hepatitis B virus isolate 23-21, complete genome              492      3e-137
KY470891.1  Hepatitis B virus isolate 23-H09, complete genome             492      3e-137
JF436920.1  Hepatitis B virus isolate SZ6, complete genome                492      3e-137
FJ787462.1  Hepatitis B virus isolate S1357-3, complete genome            492      3e-137
KR014096.1  Hepatitis B virus strain #1958.14, complete genome            492      3e-137
KR013873.1  Hepatitis B virus strain #1958.16, complete genome            492      3e-137
AY817512.1  Hepatitis B virus isolate CHN-L53 from China, complet...      492      3e-137
EU916229.1  Hepatitis B virus isolate S7.4, complete genome               492      3e-137
KJ173350.1  Hepatitis B virus isolate CX017M(e227), complete genome       492      3e-137
AB195948.1  Hepatitis B virus DNA, complete genome, strain: Ehi-S...      492      3e-137
KJ173320.1  Hepatitis B virus isolate NH29M(e41), complete genome         492      3e-137
KC774267.1  Hepatitis B virus isolate cww1084, complete genome            492      3e-137
KC774423.1  Hepatitis B virus isolate dlz2018, complete genome            492      3e-137
AB485808.1  Hepatitis B virus DNA, complete genome, isolate: HBV-IT       492      3e-137
KU519422.1  Hepatitis B virus isolate TibetLinzhi-1, complete genome      492      3e-137
KR013808.1  Hepatitis B virus strain 574.9, complete genome               492      3e-137
AB640730.1  Hepatitis B virus DNA, complete genome, isolate: Ehim...      492      3e-137
EU554542.1  Hepatitis B virus isolate S696-4, complete genome             492      3e-137
KC774260.1  Hepatitis B virus isolate cww1065, complete genome            492      3e-137
GQ475305.1  Hepatitis B virus isolate KOR1CHB, complete genome            492      3e-137
GQ475317.1  Hepatitis B virus isolate KOR13CHB, complete genome           492      3e-137
KR013984.1  Hepatitis B virus strain 574.4, complete genome               492      3e-137
GQ475333.1  Hepatitis B virus isolate KOR29LC, complete genome            492      3e-137
GQ377548.1  Hepatitis B virus isolate J79, complete genome                492      3e-137
KC774468.1  Hepatitis B virus isolate dxn1012, complete genome            492      3e-137
KR013877.1  Hepatitis B virus strain #1958.8, complete genome             492      3e-137
JF491456.1  Hepatitis B virus isolate Tibet-53, complete genome           492      3e-137
LC155819.1  HBV genotype C DNA, complete genome, isolate: C2_mo           492      3e-137
LC155817.1  HBV genotype C DNA, complete genome, isolate: C2_ch-8M        492      3e-137
AY817510.1  Hepatitis B virus isolate CHN-L45 from China, complet...      492      3e-137
KC774318.1  Hepatitis B virus isolate cxa2043, complete genome            492      3e-137
KJ173306.1  Hepatitis B virus isolate NB023M(M23), complete genome        492      3e-137
KY470892.1  Hepatitis B virus isolate 23-H12, complete genome             492      3e-137
GQ377624.1  Hepatitis B virus isolate J221, complete genome               492      3e-137
JQ040178.1  Hepatitis B virus isolate G20262k PreS protein (S) ge...      490      1e-136
JQ040189.1  Hepatitis B virus isolate G212 PreS protein (S) gene,...      490      1e-136
JQ040177.1  Hepatitis B virus isolate G20252k PreS protein (S) ge...      490      1e-136
KX765854.1  Hepatitis B virus isolate PID:9149, complete genome           488      5e-136
KU605525.1  Hepatitis B virus isolate ZADGM8787F3 large S protein...      488      5e-136
EU939557.1  Hepatitis B virus isolate C65, complete genome                488      3e-136
JX661471.1  Hepatitis B virus isolate SH1202-B1, complete genome          488      5e-136
KF767450.1  Hepatitis B virus isolate patient_23, complete genome         488      5e-136
KX765841.1  Hepatitis B virus isolate PID:1074, complete genome           488      5e-136
DQ486025.1  Hepatitis B virus isolate LT12, complete genome               488      5e-136
AY034878.1  Hepatitis B virus isolate HBVKL, complete genome              488      5e-136
AB298720.1  Hepatitis B virus DNA, complete genome, isolate: BAJT...      486      1e-135
GQ475348.1  Hepatitis B virus isolate KOR44HCC, complete genome           486      1e-135
FJ032361.1  Hepatitis B virus isolate S1634-7 from China, complet...      486      1e-135
FJ386613.1  Hepatitis B virus isolate 2039, complete genome               486      1e-135
KR013848.1  Hepatitis B virus strain 1263.5, complete genome              486      1e-135
FJ032345.1  Hepatitis B virus isolate S696-3 from China, complete...      486      1e-135
JF491453.1  Hepatitis B virus isolate QH-90, complete genome              486      1e-135
FJ032341.1  Hepatitis B virus isolate S529-6 from China, complete...      486      1e-135
HQ638218.1  Hepatitis B virus isolate A64-1 from China, complete ...      486      1e-135
KR013828.1  Hepatitis B virus strain 1149.11, complete genome             486      1e-135
AB471851.1  Hepatitis B virus DNA, complete genome, isolate: F2NK-F       486      1e-135
KR013844.1  Hepatitis B virus strain 1263.15, complete genome             486      1e-135
DQ089801.1  Hepatitis B virus isolate HK2100, complete genome             486      1e-135
FJ386667.1  Hepatitis B virus isolate S379, complete genome               486      1e-135
AB697500.1  Hepatitis B virus DNA, complete genome, isolate: No17         486      1e-135
FJ386619.1  Hepatitis B virus isolate 2119, complete genome               486      1e-135
JQ040145.1  Hepatitis B virus isolate 277, complete genome                486      1e-135
LC360507.1  HBV genotype C WT03 DNA, complete genome                      486      1e-135
JF828930.1  Hepatitis B virus isolate ES71-11, complete genome            486      1e-135
JF828920.1  Hepatitis B virus isolate ES70-14, complete genome            486      1e-135
JF828922.1  Hepatitis B virus isolate ES71-2, complete genome             486      1e-135
JF828924.1  Hepatitis B virus isolate ES71-4, complete genome             486      1e-135
FJ787453.1  Hepatitis B virus isolate S1049-3, complete genome            486      1e-135
GQ377615.1  Hepatitis B virus isolate J186, complete genome               486      1e-135
KJ598690.1  Hepatitis B virus isolate SSC18, complete genome              486      1e-135
DQ478884.1  Hepatitis B virus isolate CHN-QH4, complete genome            486      1e-135
KR013774.1  Hepatitis B virus strain 327.4, complete genome               486      1e-135
KT284757.1  Hepatitis B virus isolate 23329, complete genome              486      1e-135
FJ787484.1  Hepatitis B virus isolate S1348-3, complete genome            486      1e-135
AB050018.1  Hepatitis B virus DNA, complete genome                        486      1e-135
EU410079.1  Hepatitis B virus isolate ph109, complete genome              486      1e-135
GQ475341.1  Hepatitis B virus isolate KOR37HCC, complete genome           486      1e-135
KR013998.1  Hepatitis B virus strain 1130.13a, complete genome            486      1e-135
HM750149.1  Hepatitis B virus isolate Tibet-60, complete genome           486      1e-135
KJ173297.1  Hepatitis B virus isolate FH008C(e46n), complete genome       486      1e-135
JX429917.1  Hepatitis B virus isolate WY-SD-36, complete genome           486      1e-135
KJ173289.1  Hepatitis B virus isolate CX038C(e252), complete genome       486      1e-135
KC774327.1  Hepatitis B virus isolate cxa2069, complete genome            486      1e-135
KR013803.1  Hepatitis B virus strain 574.12, complete genome              486      1e-135
EF137802.1  Hepatitis B virus strain JH4-1896-G, complete genome          486      1e-135
KC774478.1  Hepatitis B virus isolate dxn1035, complete genome            486      1e-135
AP011100.1  Hepatitis B virus DNA, complete genome, strain: C0607...      486      1e-135
HM750147.1  Hepatitis B virus isolate Tibet-29, complete genome           486      1e-135
KC774426.1  Hepatitis B virus isolate dlz2091, complete genome            486      1e-135
JX429904.1  Hepatitis B virus isolate WY-HZ-46, complete genome           486      1e-135
AP011099.1  Hepatitis B virus DNA, complete genome, strain: C0503...      486      1e-135
HM750143.1  Hepatitis B virus isolate tibet-116, complete genome          486      1e-135
KC774474.1  Hepatitis B virus isolate dxn1025, complete genome            486      1e-135
